,0
3560,"PUR6616, Corporate Reputation and Communication"
3561,"PUR6934, Problems in Public Relations"
3562,"RTV6508, Audience Analysis"
3563,"VIC5315, Corporate and Brand Identity on the Web"
3564,"VIC5325, Digital Imagery in Web Design"
3565,"VIC5326, Digital Media Layout and Design"
3566,"VIC6316, Brand Management"
3567,"JOU3002, Understanding Audiences"
3568,"MMC1009, Introduction to Media and Communications"
3569,"MMC2740, Introduction to Media and Sports"
3570,"MMC3210, Sports Media Law and Ethics"
3571,"MMC3260, Communications on the Internet"
3572,"MMC3420, Consumer and Audience Analytics"
3573,"MMC3614, Media and Politics"
3574,"MMC3630, Social Media and Society"
3575,"MMC4302, World Communication Systems"
3576,"RTV2100, Writing for Electronic Media"
3577,"RTV3001, Introduction to Media Industries and Professions"
3578,"RTV3101, Advanced Writing for Electronic Media"
3579,"RTV3106, Writing and Reporting for Interactive Media"
3580,"RTV3303, Electronic News Writing and Reporting 1"
3581,"RTV3304, Advanced Radio Reporting"
3582,"RTV3305, Investigative Reporting for Broadcast Journalists"
3583,"RTV3320, Electronic Field Production"
3584,"RTV3405, Media and Society"
3585,"RTV3411, Race, Gender, Class and the Media"
3586,"RTV3432, Ethics and Problems in Media"
3587,"RTV3502C, Introduction to Sports Production"
3588,"RTV3511, Fundamentals of Production"
3589,"RTV3516, Electronic Field Production II"
3590,"RTV3593, Multimedia Sports Reporting"
3591,"RTV3632, Electronic News Producing and Management"
3592,"RTV4301, Electronic News and Reporting 2"
3593,"RTV4420, New Media Systems"
3594,"RTV4432, Ethics and Problems in Telecommunication"
3595,"RTV4500, Telecommunication Programming"
3596,"RTV4590, Digital Games in Communications"
3597,"RTV4591, Applications of Mobile Technology"
3598,"RTV4594, Advanced Reporting for Interactive Media"
3599,"RTV4681, Advanced TV Reporting"
3600,"RTV4700, Telecommunication Law and Regulation"
3601,"RTV4800, Telecommunication Planning and Operations"
3602,"RTV4905, Individual Projects in Telecommunication"
3603,"RTV4910, Telecommunication Undergraduate Research"
3604,"RTV4929C, Senior Advanced Workshop in Telecommunication Production"
3605,"RTV4930, Special Study in Telecommunication"
3606,"RTV4959C, Sports Capstone"
3607,"PUR3000, Principles of Public Relations"
3608,"PUR3463, Sports Communication"
3609,"PUR3500, Public Relations Research"
3610,"PUR3622, Social Media Management"
3611,"PUR3801, Public Relations Strategy"
3612,"PUR4100, Public Relations Writing"
3613,"PUR4203, Ethics and Professional Responsibility in Public Relations"
3614,"PUR4400C, Crisis Communications"
3615,"PUR4404C, International Public Relations"
3616,"PUR4442, Public Interest Communications"
3617,"PUR4443, Global Social Change Communication"
3618,"PUR4800, Public Relations Campaigns"
3619,"PUR4905, Individual Problems"
3620,"PUR4932, Special Study"
3621,"PUR4940, Public Relations Internship"
3622,"VIC3001, Sight, Sound and Motion"
3623,"AFA2000, Introduction to African-American Studies"
3624,"AFA3110, Key Issues in African-American and Black-Atlantic Thought"
3625,"AFA3240, The African Diaspora"
3626,"AFA3303, The Wire"
3627,"AFA3332, Black Feminist and Womanist Theory"
3628,"AFA3333, Black Power Movement"
3629,"AFA3350, Black Masculinity"
3630,"AFA3354, Race, Religion and Rebellion"
3631,"AFA3356, African American Religion"
3632,"AFA3371, History of Hip Hop"
3633,"AFA3930, Special Topics in African-American Studies"
3634,"AFA4225, Blacks in Florida"
3635,"AFA4352, Black Hair Politics"
3636,"AFA4430, Black Lives Matter"
3637,"AFA4905, Individual Study"
3638,"AFA4931, Special Topics"
3639,"AFA4936, African-American Studies Senior Integrative Seminar"
3640,"AFS2002, The African Experience: An Introduction to African Studies"
3641,"AFS3352, Culture, Health and Arts in Sub-Saharan Africa"
3642,"AFS3930, Special Topics in African Studies"
3643,"AFS4935, African Studies Interdisciplinary Seminar"
3644,"AFS6062, Design and Methods for Sustainable Development Practice"
3645,"AFS6303, Development Administration"
3646,"AFS6305, Development Theory and Practice Intro"
3647,"AFS6307, Foundations of Economics for Sustainable Development"
3648,"AFS6346, Conservation and Development Practicum"
3649,"AFS6905, Individual Work in African Studies"
3650,"SWA1131, Beginning Swahili 2"
3651,"SWA2200, Intermediate Swahili 1"
3652,"SWA2201, Intermediate Swahili 2"
3653,"WOL1130, Beginning Wolof 1"
3654,"WOL1131, Beginning Wolof 2"
3655,"ANG5012, Fantastic Anthropology and Fringe Science"
3656,"ANG5126, Zooarcheology"
3657,"ANG5164, The Inca and Their Ancestors"
3658,"ANG5266, Economic Anthropology"
3659,"ANG5420, Social Network Analysis in Cultural Anthropology"
3660,"ANG5485, Research Design in Anthropology"
3661,"ANG5494, Text Analysis"
3662,"ANG5525, Human Osteology and Osteometry"
3663,"ANG5531, Culture and Nutrition"
3664,"ANG5595, Proseminar in Biological and Archaeological Anthropology"
3665,"ANG5621, Proseminar in Cultural and Linguistic Anthropology"
3666,"ANG5702, Anthropology and Development"
3667,"ANG6034, Seminar in Anthropological History and Theory"
3668,"ANG6086, Historical Ecology"
3669,"ANG6110, Archaeological Theory"
3670,"ANG6122C, Archaeological Ceramics"
3671,"ANG6146, Archaeology of Maritime Adaptations"
3672,"ANG6186, Seminar in Archeology"
3673,"ANG6191, Archaeology of Death"
3674,"ANG6273, Legal Anthropology"
3675,"ANG6274, Principles of Political Anthropology"
3676,"ANG6286, Seminar in Contemporary Theory"
3677,"ANG6421, Landscape, Place, Dwelling"
3678,"ANG6481, Research Methods in Cognitive Anthropology"
3679,"ANG6524, Skeletal Mechanics in Biological Anthropology"
3680,"ANG6555, Issues in Evolutionary Anthropology"
3681,"ANG6591L, Advanced Molecular Anthropology Laboratory"
3682,"ANG6701, Seminar on Applied Anthropology"
3683,"ANG6737, Medical Anthropology"
3684,"ANG6780, Foundations for a Career in Anthropology"
3685,"ANG6801, Ethnographic Field Methods"
3686,"ANG6905, Individual Work"
3687,"ANG6930, Special Topics in Anthropology"
3688,"ANT2000, General Anthropology"
3689,"ANT2140, Introduction to World Archaeology"
3690,"ANT2149, Lost Tribes and Sunken Continents"
3691,"ANT2301, Human Sexuality and Culture"
3692,"ANT2402, Anthropology of Sustainability"
3693,"ANT2410, Cultural Anthropology"
3694,"ANT2464, Things Your Doctor Never Told You: Intro to Medical Anthropology"
3695,"ANT2700, Introduction to Applied Anthropology"
3696,"ANT3020, Humans and Animals"
3697,"ANT3141, Development of World Civilization"
3698,"ANT3153, North American Archaeology"
3699,"ANT3164, The Inca and Their Ancestors"
3700,"ANT3181, Anthropological Museology"
3701,"ANT3186, Introduction to Zooarchaeology"
3702,"ANT3241, Anthropology of Religion"
3703,"ANT3302, Global Gender Issues"
3704,"ANT3302, Sex Roles: a Cross-Cultural Perspective"
3705,"ANT3364, Peoples and Cultures of China"
3706,"ANT3420, Consumer Culture"
3707,"ANT3451, Race and Racism"
3708,"ANT3467, Food and Culture"
3709,"ANT3514C, Introduction to Biological Anthropology"
3710,"ANT3515, Human Evolutionary Anatomy"
3711,"ANT3555, The Primates"
3712,"ANT3620, Language and Culture"
3713,"ANT3703, Business Anthropology"
3714,"ANT3860, Writing in Anthropology"
3715,"ANT3930, Junior Topics Class in Anthropology"
3716,"ANT4006, Human Rights and Culture"
3717,"ANT4114, Principles of Archaeology"
3718,"ANT4180L, Laboratory Training in Archaeology"
3719,"ANT4266, Economic Anthropology"
3720,"ANT4273, Anthropology of Law"
3721,"ANT4274, Political Anthropology"
3722,"ANT4336, The Peoples of Brazil"
3723,"ANT4366, Family, Gender and Population in China"
3724,"ANT4403, Environment and Cultural Behavior"
3725,"ANT4462, Culture and Medicine"
3726,"ANT4495, Ethnographic Methods"
3727,"ANT4525, Human Osteology and Osteometry"
3728,"ANT4552, Primate Behavior"
3729,"ANT4586, Human Evolution"
3730,"ANT4824, Field Sessions in Archaeology"
3731,"ANT4851, Digital Anthropology"
3732,"ANT4905, Individual Work"
3733,"ANT4930, Special Topics in Anthropology"
3734,"ANT4931, Capstone in Anthropology"
3735,"AST1002, Discovering the Universe"
3736,"AST2000, Cosmology"
3737,"AST2003, Introduction to the Solar System"
3738,"AST2037, Life in the Universe"
3739,"AST3018, Astronomy and Astrophysics 1"
3740,"AST3019, Astronomy and Astrophysics 2"
3741,"AST3043, History of Astronomy through Newton"
3742,"AST3722C, Techniques of Observational Astronomy 1"
3743,"AST4211, Essentials of Astrophysics"
3744,"AST4300, Galactic Astronomy"
3745,"AST4402, Galaxies and Cosmology"
3746,"AST4723C, Techniques of Observational Astronomy 2"
3747,"AST4930, Special Topics"
3748,"AST6215, Stars and the Galaxy"
3749,"AST6245, Stellar Atmospheres and Radiative Processes"
3750,"AST6309, Galaxies and Cosmology"
3751,"AST6336, Astrophysics of the Interstellar Medium"
3752,"AST6725C, Fundamentals of Observational Astronomy"
3753,"AST7939, Special Topics"
3754,"AST7979, Advanced Research"
3755,"PHZ3152, Advanced Computational Techniques"
3756,"BOT4851C, Medical and Forensic Plant Biology"
3757,"BSC1920, First Year Introduction: Biology at UF"
3758,"BSC2005, Biological Sciences"
3759,"BSC2005L, Laboratory in Biological Sciences"
3760,"BSC2010, Integrated Principles of Biology 1"
3761,"BSC2010L, Integrated Principles of Biology Laboratory 1"
3762,"BSC2011, Integrated Principles of Biology 2"
3763,"BSC2011L, Integrated Principles of Biology Laboratory 2"
3764,"BSC2862, Global Change Ecology and Sustainability"
3765,"BSC2930, Special Topics"
3766,"BSC3096, Human Physiology"
3767,"BSC3307C, Climate Change Biology"
3768,"BSC3911, Entering Research in Biology"
3769,"BSC4452, Computational Tools for Research in Biology"
3770,"BSC4821C, Evolutionary Biogeography"
3771,"BSC4910, Individual Mentored Research in Biology"
3772,"BSC4912, Advanced Mentored Research in Biology"
3773,"BSC4930, Special Topics in Biology"
3774,"BSC4936, Critical Analysis of Biological Research"
3775,"BSC6038, Broader Impacts of Science on Society"
3776,"BSC6451, Computational Tools for Research in Biology"
3777,"ISC2400L, Cross-Disciplinary Laboratory 1"
3778,"ISC2401L, Cross-Disciplinary Laboratory 2"
3779,"PCB3109, Cancer Biology"
3780,"PCB3402, Disease Ecology and Evolution"
3781,"PCB4085, Genetical Ethics"
3782,"PCB4460, Biodiversity and Ecology Field Immersion"
3783,"PCB4917, Molecular Biology Lab Immersion"
3784,"PCB6685, Population Genetics"
3785,"ZOO4050, Animal Behavior"
3786,"ZOO4405, Sea Turtle Biology and Conservation"
3787,"ZOO6930, Seminar in Molecular Evolution"
3788,"BCH3023, Elementary Organic and Biological Chemistry"
3789,"BOT2010C, Introductory Botany"
3790,"BOT2011C, Plant Diversity"
3791,"BOT2710C, Practical Plant Taxonomy"
3792,"BOT2800C, Plants in Human Affairs"
3793,"BOT3151C, Local Flora of North Florida"
3794,"BOT3503, Physiology and Molecular Biology of Plants"
3795,"BOT4935, Special Topics"
3796,"BOT5225C, Plant Anatomy"
3797,"BOT5305, Paleobotany"
3798,"BOT5505C, Intermediate Plant Physiology"
3799,"BOT5695C, Ecosystems of Florida"
3800,"BOT5725C, Taxonomy of Vascular Plants"
3801,"BOT6276C, Phylogenomics"
3802,"BOT6566, Plant Growth and Development"
3803,"BOT6935, Special Topics"
3804,"PCB3601C, Plant Ecology"
3805,"PCB5338, Principles of Ecosystem Ecology"
3806,"CHM1020, Chemistry for the Liberal Arts"
3807,"CHM1025, Introduction to Chemistry"
3808,"CHM1030, Basic Chemistry Concepts and Applications 1"
3809,"CHM1031, Basic Chemistry Concepts and Applications 2"
3810,"CHM2045, General Chemistry 1"
3811,"CHM2045L, General Chemistry 1 Laboratory"
3812,"CHM2046, General Chemistry 2"
3813,"CHM2046L, General Chemistry 2 Laboratory"
3814,"CHM2047, One-Semester General Chemistry"
3815,"CHM2047L, One-Semester General Chemistry Laboratory"
3816,"CHM2050, Honors General Chemistry 1 for Majors"
3817,"CHM2051, Honors General Chemistry 2"
3818,"CHM2095, Chemistry for Engineers 1"
3819,"CHM2095L, Chemistry Lab 1 for Engineers"
3820,"CHM2096, Chemistry for Engineers 2"
3821,"CHM2096L, Chemistry Lab 2 for Engineers"
3822,"CHM2200, Fundamentals of Organic Chemistry"
3823,"CHM2200L, Fundamentals of Organic Chemistry Laboratory"
3824,"CHM2210, Organic Chemistry 1"
3825,"CHM2211, Organic Chemistry 2"
3826,"CHM2211L, Organic Chemistry Laboratory"
3827,"CHM2212, Organic Chemistry 1 for Majors"
3828,"CHM2213, Organic Chemistry 2 for Majors"
3829,"CHM3120, Introduction to Analytical Chemistry"
3830,"CHM3120L, Analytical Chemistry Laboratory"
3831,"CHM3217, Organic Chemistry/Biochemistry 1"
3832,"CHM3218, Organic Chemistry/Biochemistry 2"
3833,"CHM3400, Physical Chemistry for the Biosciences"
3834,"CHM3610, Inorganic Chemistry"
3835,"CHM3610L, Inorganic Chemistry Laboratory"
3836,"CHM4034, Advanced Biochemistry and Chemical Biology"
3837,"CHM4130, Instrumental Analysis"
3838,"CHM4130L, Instrumental Analysis Laboratory"
3839,"CHM4230, Organic Spectroscopy"
3840,"CHM4272, The Organic Chemistry of Polymers"
3841,"CHM4300L, Laboratory in Biochemistry and Molecular Biology"
3842,"CHM4411, Physical Chemistry: Thermodynamics and Kinetics"
3843,"CHM4411L, Physical Chemistry Laboratory"
3844,"CHM4412, Physical Chemistry: Chemical Bonding and Spectroscopy"
3845,"CHM4413L, Biophysical Chemistry Laboratory"
3846,"CHM4611, Advanced Inorganic Chemistry"
3847,"CHM4671, Bioinorganic Chemistry"
3848,"CHM4910, Undergraduate Research"
3849,"CHM4930, Special Topics"
3850,"CHM5224, Basic Principles for Organic Chemistry"
3851,"CHM5235, Organic Spectroscopy"
3852,"CHM5275, The Organic Chemistry of Polymers"
3853,"CHM5305, Chemistry of Biological Molecules"
3854,"CHM5511, Physical Chemistry of Polymers"
3855,"CHM6037, Chemical Biology and Biochemistry Seminar"
3856,"CHM6153, Electrochemical Processes"
3857,"CHM6154, Chemical Separations"
3858,"CHM6155, Spectrochemical Methods"
3859,"CHM6158C, Electronics and Instrumentation"
3860,"CHM6159, Mass Spectrometric Methods"
3861,"CHM6165, Chemometrics"
3862,"CHM6180, Special Topics in Analytical Chemistry"
3863,"CHM6190, Analytical Chemistry Seminar"
3864,"CHM6225, Advanced Principles of Organic Chemistry"
3865,"CHM6226, Advanced Synthetic Organic Chemistry"
3866,"CHM6227, Topics in Synthetic Organic Chemistry"
3867,"CHM6271, The Chemistry of High Polymers"
3868,"CHM6301, Enzyme Mechanisms"
3869,"CHM6302, Chemistry and Biology of Nucleic Acids"
3870,"CHM6306, Special Topics in Biological Chemistry Mechanisms"
3871,"CHM6381, Special Topics in Organic Chemistry"
3872,"CHM6390, Organic Chemistry Seminar Presentation"
3873,"CHM6461, Statistical Thermodynamics"
3874,"CHM6470, Chemical Bonding and Spectra I"
3875,"CHM6480, Elements of Quantum Chemistry"
3876,"CHM6490, Theory of Molecular Spectroscopy"
3877,"CHM6580, Special Topics in Physical Chemistry"
3878,"CHM6586, Computational Chemistry"
3879,"CHM6590, Physical Chemistry Seminar"
3880,"CHM6620, Advanced Inorganic Chemistry I"
3881,"CHM6621, Advanced Inorganic Chemistry II"
3882,"CHM6626, Applications of Physical Methods in Inorganic Chemistry"
3883,"CHM6628, Chemistry of Solid Materials"
3884,"CHM6670, Inorganic Biochemistry"
3885,"CHM6680, Special Topics in Inorganic Chemistry"
3886,"CHM6690, Inorganic Chemistry Seminar"
3887,"CHM6935, Chemistry Colloquium"
3888,"CHM7485, Special Topics in Theory of Atomic and Molecular Structure"
3889,"CHM7979, Advanced Research"
3890,"PHA6435, Biosynthetic Logic of Medicinal Natural Products"
3891,"CLA2100, The Glory That Was Greece"
3892,"CLA2521, Classical Antiquity and Sustainability"
3893,"CLA3111, Athens in Topography and Monuments"
3894,"CLA3114, Greece Today and Yesterday"
3895,"CLA3151, Pompeii: An Archaeological Laboratory"
3896,"CLA3160, Ancient Egypt"
3897,"CLA3433, The Athenian Democracy"
3898,"CLA3504, Gender and Sexuality in Classical Antiquity"
3899,"CLA3700, Classical Archaeology"
3900,"CLA3930, Special Topics in Classical Civilization"
3901,"CLA4931, Classics Capstone Seminar"
3902,"CLA6805, The Classical Research Tradition"
3903,"CLA6930, Greece and the Near East"
3904,"CLT3123, Survey of Roman Literature"
3905,"CLT3291, Greek Drama"
3906,"CLT3370, Myths of the Greeks and Romans"
3907,"CLT3371, Religions of the Graeco-Roman World"
3908,"CLT3510, Ancient World in Film"
3909,"CLT3930, Special Topics in Classical Literature"
3910,"CCJ3024, Advanced Principles of Criminal Justice"
3911,"CCJ3701, Research Methods in Criminology"
3912,"CCJ4014, Criminological Theory"
3913,"CCJ4661, Terrorism"
3914,"CCJ4934, Contemporary Issues in Criminal Justice"
